"","playerID","LOS","recent_year","G","AB","R","H","X2B","X3B","HR","RBI","SB","CS","SO","BB","IBB","HBP","SH","SF","GIDP","inducted"
"4759","phillpa01",7,2010,13,31.5714285714286,3.85714285714286,8.28571428571429,1.42857142857143,0.142857142857143,0.428571428571429,3.71428571428571,0,0,3.71428571428571,1.57142857142857,0.142857142857143,0.142857142857143,0.428571428571429,0.285714285714286,0.714285714285714,"N"
"4760","phillto02",20,1999,108.05,380.85,65,101.15,18,2.5,8,40.95,8.85,5.7,74.95,65.95,2.2,2.1,3.45,3.15,6.35,"N"
"4761","phylebi01",2,1906,23.5,69.5,7,12.5,2.5,0.5,0,3.5,1,1,10.5,3.5,1,0,0.5,1,3,"N"
"4762","piattad01",5,2003,42.4,104.2,12.4,25.8,6.2,1.2,3.2,13,0.6,0.8,29.8,11.4,0,0.6,0.4,1,1.8,"N"
"4763","piazzmi01",18,2007,106.222222222222,383.944444444444,58.2222222222222,118.166666666667,19.1111111111111,0.444444444444444,23.7222222222222,74.1666666666667,0.944444444444444,1.11111111111111,61.8333333333333,42.1666666666667,8.11111111111111,1.66666666666667,0,2.5,12.7222222222222,"Y"
"4764","picciro01",10,1985,73,162.8,19.2,38.1,5.6,1,1.7,10.9,0.9,1.1,25.4,2.5,0.1,0.3,5.8,0.6,3.4,"N"
"4765","picinva01",19,1933,54.5789473684211,151.421052631579,15.6842105263158,39.1052631578947,8.73684210526316,1.36842105263158,1.36842105263158,15.6842105263158,1.63157894736842,1.15789473684211,20.1052631578947,16.5263157894737,1,0.578947368421053,5.57894736842105,1,2.73684210526316,"N"
"4766","pickch01",7,1920,52.4285714285714,182.571428571429,16.4285714285714,47.5714285714286,5.57142857142857,2.42857142857143,0.428571428571429,12.2857142857143,9.14285714285714,5.42857142857143,8.57142857142857,14.5714285714286,1,2.28571428571429,7,1,3,"N"
"4767","pickeca01",6,2005,15.8333333333333,44,6.16666666666667,9.83333333333333,1.66666666666667,0.166666666666667,2.33333333333333,7.5,0.166666666666667,0,15.1666666666667,7.16666666666667,0.166666666666667,0,0,0.5,2.16666666666667,"N"
"4768","picked01",3,1927,22,63.6666666666667,8.33333333333333,11.3333333333333,1.66666666666667,0.666666666666667,0.666666666666667,5.66666666666667,0,0.333333333333333,10,7.66666666666667,1,0,3.33333333333333,1,3,"N"
"4769","pickeol01",6,1908,121.833333333333,459.333333333333,67.5,122.333333333333,13.3333333333333,5.16666666666667,1,37,23.8333333333333,1,47.6666666666667,39.6666666666667,1,3.66666666666667,11.8333333333333,1,3,"N"
"4770","pickeur01",2,1932,117.5,399,47.5,102.5,20.5,4.5,5.5,46,3,4,62,36,1,0.5,4.5,1,3,"N"
"4771","piedrjo01",3,2006,47.3333333333333,87.3333333333333,12.6666666666667,24,6,0.333333333333333,4,12,1,0.666666666666667,18.6666666666667,6,0,1,0.333333333333333,0.333333333333333,1.66666666666667,"N"
"4772","piefe01",6,2013,70.8333333333333,165.5,22,40.6666666666667,7.5,2.16666666666667,2.83333333333333,16.5,3.5,1.66666666666667,37.8333333333333,11.6666666666667,0.166666666666667,0.5,1.33333333333333,1.33333333333333,3.16666666666667,"N"
"4773","piercbi02",18,1964,34.2222222222222,61.2222222222222,5.22222222222222,11.2777777777778,0.722222222222222,0.222222222222222,0,3.83333333333333,0.0555555555555556,0.111111111111111,12.8888888888889,3.61111111111111,0.444444444444444,0.222222222222222,4.61111111111111,0.444444444444444,1.33333333333333,"N"
"4774","piercja01",3,1975,23.3333333333333,66.3333333333333,6.66666666666667,14,2,0.333333333333333,2.66666666666667,7.33333333333333,0,0,16,7.33333333333333,0.333333333333333,0.666666666666667,0,0.666666666666667,0.666666666666667,"N"
"4775","pierrju01",14,2013,142.428571428571,537.5,76.7857142857143,158.357142857143,18.2142857142857,6.71428571428571,1.28571428571429,36.9285714285714,43.8571428571429,14.5,34.2142857142857,33.1428571428571,0.571428571428571,7.28571428571429,11.9285714285714,1.42857142857143,6.57142857142857,"N"
"4776","piersji01",19,1967,91.2631578947368,310,42.6842105263158,84.4210526315789,13.4736842105263,2.73684210526316,5.47368421052632,31.1052631578947,6.05263157894737,3,30.6842105263158,27.5789473684211,1.42105263157895,1.31578947368421,5.47368421052632,2.68421052631579,8.47368421052632,"N"
"4777","pierzaj01",20,2016,102.95,364.5,40.35,102.15,20.35,1.2,9.4,45.45,0.75,1.15,44.75,15.4,3.4,6.45,1.4,2.9,12.05,"N"
"4778","pietto01",9,1938,82.6666666666667,287.222222222222,39.1111111111111,79.6666666666667,14.6666666666667,3.33333333333333,2.55555555555556,34.6666666666667,8.88888888888889,2.33333333333333,30.4444444444444,27.4444444444444,1,4.44444444444444,4.66666666666667,1,3.88888888888889,"N"
"4779","pignajo01",7,1962,43.8571428571429,98.4285714285714,11.5714285714286,23,3.57142857142857,0.571428571428571,2.28571428571429,8.85714285714286,1.14285714285714,0.571428571428571,16.5714285714286,13.4285714285714,1,1.14285714285714,2.28571428571429,0.285714285714286,1.28571428571429,"N"
"4780","pilaral01",7,1961,95.4285714285714,230.571428571429,29.2857142857143,59,9.42857142857143,1,3.14285714285714,20.4285714285714,5.85714285714286,2.57142857142857,21.4285714285714,26.4285714285714,1.57142857142857,1.57142857142857,5.14285714285714,2,4.57142857142857,"N"
"4782","pillbr01",3,2013,37,80,9.33333333333333,18.6666666666667,3.33333333333333,0.666666666666667,3,10.6666666666667,0.333333333333333,0.333333333333333,14.6666666666667,4.33333333333333,0.333333333333333,1,0.333333333333333,0.666666666666667,4,"N"
"4785","pinelba01",8,1927,96.75,327.125,40.875,90.375,12.625,4.125,0.625,37.25,8.875,10.375,20.25,22.75,1,2.5,18.125,1,3,"N"
"4786","pinielo01",18,1984,97.0555555555556,325.944444444444,36.1666666666667,94.7222222222222,16.9444444444444,2.27777777777778,5.66666666666667,42.5555555555556,1.77777777777778,2.27777777777778,30.0555555555556,20.4444444444444,4.55555555555556,1.72222222222222,1.94444444444444,3.38888888888889,11.6111111111111,"N"
"4787","pinsova01",18,1975,137.166666666667,535.833333333333,75.8333333333333,153.166666666667,26.9444444444444,7.05555555555556,14.2222222222222,64.9444444444444,16.9444444444444,6.77777777777778,66.4444444444444,31.8888888888889,3.83333333333333,3,2.88888888888889,4.33333333333333,9.11111111111111,"N"
"4788","pintojo01",3,2016,28,83.3333333333333,12,21,4.33333333333333,0,3.66666666666667,10,0,0.333333333333333,25.3333333333333,10.3333333333333,0,0.666666666666667,0,1,3.33333333333333,"N"
"4789","pippwa01",15,1928,124.8,460.933333333333,64.9333333333333,129.4,20.7333333333333,9.86666666666667,6,66.5333333333333,8.33333333333333,4.53333333333333,36.7333333333333,39.7333333333333,1,2.53333333333333,18.1333333333333,1,3,"N"
"4790","pireljo01",7,2019,43.1428571428571,129.857142857143,16.1428571428571,33.4285714285714,7.85714285714286,1.14285714285714,2.42857142857143,11.7142857142857,1.57142857142857,1,28,9,0.142857142857143,0.714285714285714,0.428571428571429,0.714285714285714,3.42857142857143,"N"
"4791","pirklgr01",5,1996,9,23.2,2.4,5.2,0.8,0,1.6,3.2,0,0,5.4,0.4,0.2,0.2,0,0.2,0.8,"N"
"4793","pisonji01",6,1960,17.1666666666667,31.5,4.33333333333333,6.66666666666667,0.5,0.5,1,3.33333333333333,0,0,7.83333333333333,2.66666666666667,0.333333333333333,0.333333333333333,0.5,0.5,0.5,"N"
"4794","pitleja01",2,1918,55.5,191.5,20,44.5,4,2.5,0,11.5,4,1,12,15.5,1,2.5,10,1,3,"N"
"4795","pittipi01",7,1929,53.2857142857143,137,16.8571428571429,36,4.57142857142857,0.428571428571429,0.142857142857143,11.8571428571429,3.85714285714286,2.14285714285714,7.14285714285714,5.28571428571429,1,0.857142857142857,5.14285714285714,1,3,"N"
"4796","pittmjo01",4,1984,34.75,71.25,7.25,18.75,1.75,0.5,0,4,3.25,2,9.25,5,1.25,0,1.25,0.5,1.75,"N"
"4797","plantph01",10,1997,61,188.3,26,45.7,9,0.3,9.1,29.2,1.3,1.5,47.6,23.7,2.7,2.3,0.4,1.8,3.7,"N"
"4798","plattwh01",5,1949,66.6,200.4,23.4,51.2,8.2,3.4,2.6,29.4,0.4,2.8,24.4,16.2,1,1,1.2,1,6.8,"N"
"4800","plewshe01",5,1959,69.2,203.4,25,53.2,8.4,3.4,0.8,16.4,0.6,1.8,26.6,14.8,1,0.8,0.8,1.6,5.2,"N"
"4801","plouftr01",10,2018,83,293.3,36.4,71,15.5,1,10.6,37.9,1.2,1.1,67.6,24.6,0.5,2.5,0.7,2.3,8.9,"N"
"4802","plummbi01",10,1978,36.7,89.2,7.2,16.8,3.7,0.1,1.4,8.2,0.4,0.3,19.1,9.5,1,0.4,0.6,1,2.2,"N"
"4803","pocorbi01",10,1984,59.6,145.7,13.2,37.4,7.1,0.2,2.1,17.2,0.6,0.8,10.9,18.2,3.3,0.6,1.6,1.3,5.1,"N"
"4804","podsesc01",12,2012,89.9166666666667,325.5,46.9166666666667,91.3333333333333,14.8333333333333,3.41666666666667,3.5,26,25.75,8.66666666666667,52.5,27.75,0.583333333333333,2.08333333333333,4.75,2,5.58333333333333,"N"
"4805","pofahji01",3,1942,75,254.666666666667,21.6666666666667,56,11,3,0.666666666666667,23.3333333333333,2.33333333333333,1,32,25.3333333333333,1,0,2.33333333333333,1,7.33333333333333,"N"
"4806","poholto01",6,1957,26.5,38,3.33333333333333,6.5,1.16666666666667,0,0,2.33333333333333,0.166666666666667,0.166666666666667,6.83333333333333,0.833333333333333,0.5,0,3.5,0.5,0.833333333333333,"N"
"4807","pointaa01",3,1967,13.3333333333333,33.6666666666667,3.66666666666667,7,1.66666666666667,0,0.666666666666667,5,0.666666666666667,0.333333333333333,11,6,0.333333333333333,0.666666666666667,0.333333333333333,0.666666666666667,0.333333333333333,"N"
"4809","polanhu01",7,1948,11.8571428571429,30.1428571428571,1.14285714285714,5.57142857142857,1.42857142857143,0.142857142857143,0,2.71428571428571,0,1,2.28571428571429,0.857142857142857,1,0,0.142857142857143,1,0.714285714285714,"N"
"4811","polanpl01",18,2013,107.055555555556,400.777777777778,56.0555555555556,119,19.3333333333333,1.77777777777778,5.77777777777778,40.1666666666667,4.5,1.66666666666667,29.8888888888889,23.8333333333333,0.722222222222222,5.61111111111111,4.77777777777778,3.11111111111111,11.1666666666667,"N"
"4812","polcoke01",2,1998,82.5,228.5,27.5,53.5,14,0.5,2,17.5,3,2.5,39,18,3,7,2.5,2.5,9,"N"
"4813","polidgu01",7,1993,32.7142857142857,62,4.71428571428571,12.8571428571429,2.14285714285714,0,0.285714285714286,5,0.428571428571429,0,6.71428571428571,1.71428571428571,0,0.428571428571429,0.857142857142857,0.142857142857143,1.85714285714286,"N"
"4815","polonlu01",17,2000,81.1176470588235,284.705882352941,42.8235294117647,83.3529411764706,11.1176470588235,4.11764705882353,2.11764705882353,23.8235294117647,18.8823529411765,8.52941176470588,31.9411764705882,21.7058823529412,1.35294117647059,0.882352941176471,2.17647058823529,2.05882352941176,5.35294117647059,"N"
"4816","pompeda01",4,2018,16,36.25,6.25,8,2.25,0.5,0.75,2.5,2,0.5,10.5,3,0,0.5,0,0,0.25,"N"
"4817","pooleed01",6,1904,16,46.5,4,8.5,1.33333333333333,0.166666666666667,0.333333333333333,2.5,0.166666666666667,1,10.1666666666667,1,1,0,1,1,3,"N"
"4818","pooleji01",3,1927,94.3333333333333,313.333333333333,39.3333333333333,90.3333333333333,18,4.33333333333333,4.33333333333333,46.6666666666667,3,2.33333333333333,22.6666666666667,19.6666666666667,1,1.33333333333333,8.33333333333333,1,3,"N"
"4819","poolha01",2,1935,63.5,213,23,64.5,14,3.5,1,30.5,1.5,1,10,9.5,1,3.5,2.5,1,4,"N"
"4820","popeda01",6,1956,38.3333333333333,91.8333333333333,12.5,24.3333333333333,3.16666666666667,1.16666666666667,2,12.1666666666667,1.16666666666667,0.5,18.8333333333333,6.66666666666667,0.833333333333333,0.666666666666667,0.833333333333333,1,1.5,"N"
"4821","popovpa01",12,1975,56.8333333333333,144.333333333333,14.6666666666667,33.5833333333333,3.5,0.75,1.16666666666667,11.1666666666667,0.333333333333333,0.833333333333333,12.5833333333333,10.5833333333333,1.16666666666667,0.666666666666667,2.08333333333333,1.41666666666667,3.16666666666667,"N"
"4822","poqueto01",9,1982,50.2222222222222,136.222222222222,14.1111111111111,36.5555555555556,6.88888888888889,2,1.11111111111111,15.1111111111111,1.44444444444444,1.44444444444444,9.11111111111111,9,0.777777777777778,1.66666666666667,1,2.11111111111111,2.66666666666667,"N"
"4823","portebo03",3,2001,29.6666666666667,42,7.66666666666667,9,1.66666666666667,0.666666666666667,0.666666666666667,2.66666666666667,1,0.666666666666667,17.3333333333333,4.33333333333333,0,0,0.333333333333333,0.666666666666667,0.666666666666667,"N"
"4824","porteda02",17,1987,104.823529411765,325.823529411765,45,80.5294117647059,13.9411764705882,2.82352941176471,11.0588235294118,48.5882352941176,2.29411764705882,2.17647058823529,60.2941176470588,53.2352941176471,6.23529411764706,2.64705882352941,1.05882352941176,3.70588235294118,6,"N"
"4825","portedi01",7,1934,96.4285714285714,359.285714285714,60.8571428571429,110.571428571429,22.7142857142857,5.28571428571429,1.57142857142857,40.2857142857143,3.28571428571429,3.85714285714286,26.5714285714286,38.2857142857143,1,1,7.71428571428571,1,3,"N"
"4826","porteja01",7,1959,32.7142857142857,77.7142857142857,8.28571428571429,17.7142857142857,3.14285714285714,0.142857142857143,1.14285714285714,8.85714285714286,0.571428571428571,0,13.7142857142857,7.57142857142857,0.428571428571429,0.571428571428571,0.571428571428571,0.571428571428571,1.85714285714286,"N"
"4827","posadjo01",17,2011,107.588235294118,358.352941176471,52.9411764705882,97.8823529411765,22.2941176470588,0.588235294117647,16.1764705882353,62.6470588235294,1.17647058823529,1.23529411764706,85.4705882352941,55.0588235294118,4.58823529411765,4.35294117647059,0.0588235294117647,2.76470588235294,10.9411764705882,"N"
"4828","posadle01",3,1962,51.6666666666667,142,17,36.3333333333333,3.66666666666667,2.33333333333333,2.66666666666667,19.3333333333333,0.333333333333333,0,35,15.3333333333333,0.666666666666667,1.33333333333333,1.66666666666667,4,3.33333333333333,"N"
"4829","posesc01",4,2000,50.5,78.25,13,18.75,1.75,0.25,0,5.25,2.25,1.5,12.5,9.5,0.25,0,0.25,0.25,1.25,"N"
"4831","postwa01",17,1964,70.8235294117647,235.705882352941,34.9411764705882,62.5882352941176,11.4117647058824,1.64705882352941,12.3529411764706,41.1176470588235,1.11764705882353,0.823529411764706,47.8235294117647,19.4705882352941,1.94117647058824,1.17647058823529,0.588235294117647,1.94117647058824,5.47058823529412,"N"
"4832","pottsjo01",1,1914,41,102,14,27,4,0,1,9,7,1,13,25,1,1,5,1,3,"N"
"4833","powelal01",2,1991,35.5,76,9.5,16,4.5,0.5,1.5,8,0,1,20.5,8,0,0.5,0,1,0.5,"N"
"4834","powelbo01",17,1977,120.117647058824,393,52.2941176470588,104.470588235294,15.8823529411765,0.647058823529412,19.9411764705882,69.8235294117647,1.17647058823529,1.23529411764706,72.1176470588235,58.8823529411765,8.23529411764706,1.70588235294118,1.58823529411765,4.23529411764706,9.64705882352941,"N"
"4835","powelbo02",3,2018,19.6666666666667,47,9,12.3333333333333,2,0.333333333333333,1,4,0.333333333333333,0.666666666666667,12,5.33333333333333,0,0,0.333333333333333,0.666666666666667,1,"N"
"4836","powelho01",6,1983,99,302.666666666667,40.1666666666667,78.3333333333333,13,2.83333333333333,2.83333333333333,26.6666666666667,7.16666666666667,2.83333333333333,27.3333333333333,24,1,1.16666666666667,2.66666666666667,1.66666666666667,6.5,"N"
"4837","powelja01",14,1912,33.2857142857143,88.7857142857143,6.78571428571429,17.4285714285714,2.42857142857143,0.857142857142857,0.5,6.92857142857143,0.214285714285714,1,18.3571428571429,4.14285714285714,1,0.428571428571429,2.85714285714286,1,3,"N"
"4838","powelja03",13,1945,52.9230769230769,195.384615384615,27.1538461538462,53,8.92307692307692,2,1.69230769230769,25.1538461538462,5,2.76923076923077,16.8461538461538,13.3076923076923,1,0.846153846153846,3.30769230769231,1,3,"N"
"4839","powella01",3,2011,41,121,14,25,4.66666666666667,0,3.33333333333333,15,0.333333333333333,0,32.3333333333333,13.3333333333333,0,0,0.333333333333333,0.666666666666667,3,"N"
"4840","powelra01",9,1924,97.2222222222222,369.333333333333,51.8888888888889,98.8888888888889,13,7.44444444444444,3.88888888888889,30.6666666666667,5.66666666666667,6.66666666666667,51.2222222222222,35.6666666666667,1,2.11111111111111,7.11111111111111,1,3,"N"
"4841","powerdo01",11,1909,50,162,13.8181818181818,34.3636363636364,5.27272727272727,0.727272727272727,0.272727272727273,14.0909090909091,2.27272727272727,1,24.8181818181818,5.45454545454545,1,1.54545454545455,4.45454545454545,1,3,"N"
"4842","powerjo01",7,1960,21.5714285714286,30.7142857142857,3.71428571428571,6,1,0.285714285714286,0.857142857142857,2,0,0,6.85714285714286,3.14285714285714,0,0.571428571428571,0,0.142857142857143,0.857142857142857,"N"
"4843","powervi01",15,1965,108.466666666667,403.066666666667,51,114.4,19.3333333333333,3.26666666666667,8.4,43.8666666666667,3,2.33333333333333,16.4666666666667,18.6,1.8,1,4.86666666666667,3.2,9.66666666666667,"N"
"4844","pradoma01",15,2019,97.2,358.2,44.2666666666667,102.8,21.0666666666667,1.8,6.66666666666667,40.6,2.66666666666667,1.86666666666667,45.0666666666667,25.6666666666667,1.06666666666667,1.86666666666667,1.6,3.4,11.4,"N"
"4845","pramejo01",4,1952,46.25,131.5,7.25,35.25,4.25,0.75,3.25,14.75,0,0.5,10.25,7.75,1,0.25,1.25,1,4,"N"
"4846","prattde01",13,1924,141.230769230769,525.076923076923,65.8461538461538,153.538461538462,30.1538461538462,9,3.30769230769231,74.6153846153846,19,8.69230769230769,29.3846153846154,39.4615384615385,1,2.84615384615385,17.9230769230769,1,3,"N"
"4847","prattto02",15,2006,44.1333333333333,107.466666666667,12.9333333333333,26.9333333333333,5.6,0.2,3.26666666666667,14.9333333333333,0.4,0.133333333333333,30.2666666666667,13.8666666666667,1.06666666666667,1.86666666666667,0.466666666666667,0.933333333333333,2.53333333333333,"N"
"4848","preslal01",10,2017,45,140.1,15.7,36.9,5,1.9,2.9,11.1,3,1.8,28.2,8.1,0.2,0.6,1,0.4,1.9,"N"
"4849","preslji01",8,1991,119.875,443.25,51.625,109.375,22.625,1.75,16.875,61.875,1.125,1.75,107.375,26.25,2.25,2.375,1.5,3.875,13,"N"
"4850","priceji01",5,1971,52.2,120.4,11.6,25.8,4.4,0,3.6,14.2,0,0,14,12.4,0.8,0.4,0.6,1.4,4.6,"N"
"4851","priddje01",11,1953,117.818181818182,429.090909090909,55.6363636363636,113.818181818182,21.0909090909091,4.18181818181818,5.54545454545455,49.1818181818182,4,4,58.0909090909091,56.7272727272727,1,1.18181818181818,6.45454545454545,1,12.3636363636364,"N"
"4852","pridecu01",12,2006,35.0833333333333,66.3333333333333,11,16.5833333333333,3.25,1,1.66666666666667,6.83333333333333,2.41666666666667,1.16666666666667,17.5833333333333,7.08333333333333,0.166666666666667,0.583333333333333,0.666666666666667,0.166666666666667,1.41666666666667,"N"
"4853","pridija01",7,2015,19,35,4.71428571428571,7.57142857142857,1.71428571428571,0.428571428571429,0.714285714285714,3.42857142857143,1,0.142857142857143,10.4285714285714,3.71428571428571,0.285714285714286,0,0.571428571428571,0.142857142857143,0.285714285714286,"N"
"4854","princto01",18,2003,28.8333333333333,66.1111111111111,6.27777777777778,13.7777777777778,3.66666666666667,0.222222222222222,1.33333333333333,7.77777777777778,0.5,0.444444444444444,14,5.83333333333333,0.333333333333333,1.61111111111111,1.16666666666667,0.666666666666667,2,"N"
"4855","pritcch01",4,2000,15.25,37.25,4,8.25,0.75,0.25,0.75,2.75,0.75,0.25,7.75,1.75,0,0,0.25,0.25,1,"N"
"4857","prothdo01",5,1926,36,120,13.2,38.2,6.8,2,0,16.2,2.6,3.2,8,13.8,1,0.2,2.6,1,3,"N"
"4858","pruitro01",10,1983,34.1,79.5,8.8,21.4,2.8,0.4,1.2,9.2,0.8,0.7,9,9.4,0.7,0.2,0.7,0.7,2.6,"N"
"4859","pryorgr01",10,1986,78.9,188.3,20.4,47.1,8.5,0.9,1.4,14.6,1.1,1.2,18.5,10.4,0.1,1,3.8,1.4,6,"N"
"4860","puccige01",4,1936,46.75,151.75,27.25,43,10,0.75,4.75,25.5,0.75,1.25,23,19.5,1,0.5,0.25,1,3,"N"
"4861","puckeki01",12,1995,148.583333333333,603.666666666667,89.25,192,34.5,4.75,17.25,90.4166666666667,11.1666666666667,6.33333333333333,80.4166666666667,37.5,7.08333333333333,4.66666666666667,1.91666666666667,4.83333333333333,15.6666666666667,"Y"
"4862","puellce01",5,2020,13.2,33.4,4.2,8.2,1,0,0.8,4.2,0.4,0,10.4,3.2,0.2,2.4,0.4,0,0.8,"N"
"4863","puhlte01",15,1991,102.066666666667,323.666666666667,45.0666666666667,90.7333333333333,15.0666666666667,3.73333333333333,4.13333333333333,29,14.4666666666667,6.6,33.8,33.6666666666667,3.26666666666667,1.73333333333333,3.8,2.4,3.93333333333333,"N"
"4864","puigya01",8,2019,107.625,376.875,55.125,104.25,19.875,2.625,16.5,51.875,9.875,4.75,85.125,37.125,2.625,5.375,0.25,2.375,9.125,"N"
"4866","pujollu01",9,1985,35.1111111111111,94.4444444444444,5.55555555555556,18.2222222222222,3,0.666666666666667,0.666666666666667,9,0.111111111111111,0.333333333333333,18.2222222222222,5.77777777777778,1.22222222222222,0.222222222222222,1.33333333333333,0.666666666666667,2.88888888888889,"N"
"4867","pulliha01",6,1997,20.5,31.1666666666667,5.16666666666667,8.16666666666667,1.83333333333333,0,1.33333333333333,3.66666666666667,0,0.166666666666667,8.16666666666667,2.16666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0,1.16666666666667,"N"
"4868","puntoni01",15,2014,77.5333333333333,216.866666666667,28.0666666666667,53.2,9.4,1.8,1.26666666666667,17.5333333333333,6.93333333333333,2.4,43.4,25.7333333333333,0.6,0.2,4.2,1.93333333333333,4.2,"N"
"4869","purdypi01",4,1929,45.25,124.75,18.5,36.5,5.5,2.75,0.5,14.75,0.75,1,6.25,12,1,1.5,4,1,3,"N"
"4870","purtebi01",6,1914,55.8333333333333,187.333333333333,13.6666666666667,42.5,4.33333333333333,1.83333333333333,0.333333333333333,17.3333333333333,4,1.16666666666667,18.5,10.5,1,1.83333333333333,11.6666666666667,1,3,"N"
"4871","putnapa01",9,1984,75.2222222222222,221,24.7777777777778,56.4444444444444,10.5555555555556,0.888888888888889,7,28.3333333333333,1.11111111111111,1.55555555555556,28.8888888888889,16,3,1.11111111111111,1.11111111111111,2.33333333333333,5.55555555555556,"N"
"4872","pyburji01",3,1957,52.6666666666667,98,12,18.6666666666667,1.66666666666667,1.66666666666667,1,6.66666666666667,2,0.666666666666667,18.6666666666667,11.3333333333333,0,0.333333333333333,0.666666666666667,0.666666666666667,3,"N"
"4873","pytlafr01",12,1946,66.25,199.916666666667,26.3333333333333,56.4166666666667,8.33333333333333,3,0.583333333333333,22.6666666666667,4.66666666666667,2.41666666666667,8.08333333333333,20.5833333333333,1,2,3.58333333333333,1,2.83333333333333,"N"
"4874","quallji01",3,1972,21,46.3333333333333,4.33333333333333,10.3333333333333,1.66666666666667,1,0,3.33333333333333,0.666666666666667,0.333333333333333,5.33333333333333,0.666666666666667,0,0.333333333333333,0.333333333333333,0.333333333333333,0,"N"
"4875","queenme02",9,1972,29.8888888888889,30.4444444444444,2.22222222222222,5.44444444444444,0.777777777777778,0,0.222222222222222,2.77777777777778,0.222222222222222,0.111111111111111,5.55555555555556,2.33333333333333,0.111111111111111,0,0.555555555555556,0.555555555555556,0.888888888888889,"N"
"4876","quentca01",9,2014,92.6666666666667,310,46.2222222222222,78,19.2222222222222,0.666666666666667,17.1111111111111,54.5555555555556,1.77777777777778,1,57.3333333333333,33.1111111111111,1.11111111111111,14.1111111111111,0.222222222222222,3.33333333333333,8.77777777777778,"N"
"4877","quilifr01",5,1970,81,136.4,15.6,29.2,4.6,1.2,1,10.6,0.6,0.6,24,13.2,0.6,0.2,2.2,1.6,3.6,"N"
"4878","quillle01",2,1907,26.5,80,9,16,2.5,0,0,7,4.5,1,15.5,5,1,1.5,3,1,3,"N"
"4879","quinlfi01",2,1915,27.5,82,6,15,1.5,0,0,4,1.5,2.5,10,2.5,1,4,2.5,1,3,"N"
"4880","quinlro01",8,2010,57.25,139,16.75,38.375,6.75,0.625,3.125,15.125,2,1.25,23.375,8.625,0.25,1,0.25,0.625,3.5,"N"
"4881","quinnja01",24,1933,32.125,56.2083333333333,3.75,10.3333333333333,1.58333333333333,0.291666666666667,0.333333333333333,4.70833333333333,0.208333333333333,0.5,14.6666666666667,3.70833333333333,1,0.125,2.95833333333333,1,2.875,"N"
"4882","quinnjo02",3,1901,54,204,21,53.6666666666667,6,1.33333333333333,1,23.3333333333333,6,1,9.33333333333333,12.3333333333333,1,0.666666666666667,4.33333333333333,1,3,"N"
"4883","quinnma01",4,2002,73.25,272.25,38.25,76.75,18,1.25,11.25,41.75,4.25,2,46.5,14,0.5,3.25,1,1,7.75,"N"
"4885","quinolu01",8,1992,55.25,125.375,12.75,28.375,4.5,1.375,2.375,13.25,1.125,1.125,19.25,9.375,1,0.875,2.125,1.375,1.125,"N"
"4886","quinore01",6,1989,75.1666666666667,255.5,28.8333333333333,62.1666666666667,12.5,1,4.83333333333333,26.5,0.833333333333333,1.83333333333333,40,14.8333333333333,0.5,1.83333333333333,3.16666666666667,2.66666666666667,6.33333333333333,"N"
"4887","quintca01",5,1993,87.6,275.2,32.6,76,11.8,0.2,3.8,33,0.6,0.4,41.4,30.6,0.8,1.2,3,1.4,10.8,"N"
"4888","quinthu01",13,2014,36.2307692307692,103.538461538462,7.30769230769231,24.2307692307692,4.69230769230769,0.153846153846154,1.53846153846154,9.76923076923077,0.0769230769230769,0.230769230769231,22.6153846153846,3.61538461538462,0.692307692307692,1.15384615384615,0.846153846153846,0.307692307692308,3.61538461538462,"N"
"4889","quintom01",10,2014,40.2,103.5,11.8,22.8,4.3,0.5,0.8,7.4,0.5,0.3,23.8,9.6,1.2,0.3,2.3,0.5,2.4,"N"
"4890","quirkja01",21,1992,46.8571428571429,107.904761904762,9.19047619047619,25.9047619047619,4.76190476190476,0.333333333333333,2.04761904761905,11.7619047619048,0.238095238095238,0.761904761904762,20.7142857142857,8.42857142857143,0.80952380952381,0.857142857142857,1.19047619047619,1,2.71428571428571,"N"
"4891","quirogu01",10,2014,14.8,34.6,2.4,6.9,1.8,0,0.3,3.4,0.1,0,8.5,2.2,0.1,0.5,0.4,0.2,0.8,"N"
"4892","rabbjo01",5,1988,21.6,40.8,4.4,9.2,2.4,0.2,0.8,5.4,0.4,0.2,10.6,3.8,0.2,0,0.2,0,0.8,"N"
"4893","rabelmi01",3,2008,28.6666666666667,92.6666666666667,7.66666666666667,21.6666666666667,3.66666666666667,0.666666666666667,1.33333333333333,9.33333333333333,0,0.333333333333333,22.3333333333333,4.66666666666667,0,2,2,1.33333333333333,1.66666666666667,"N"
"4894","raburry01",12,2017,78.9166666666667,206,28.3333333333333,52.1666666666667,12.25,1.08333333333333,7.75,29.8333333333333,1.33333333333333,0.833333333333333,56.9166666666667,17.5,0.833333333333333,2.16666666666667,0.75,1.41666666666667,4.83333333333333,"N"
"4895","racklma01",6,1950,30.8333333333333,79.5,14.5,25.1666666666667,3.33333333333333,1,0.166666666666667,5.83333333333333,1.66666666666667,0.833333333333333,6,6,0.833333333333333,0,0.833333333333333,1,0.5,"N"
